step,bucket_id,bucket_trusted,became_trusted,learning_samples,prediction_error,trust_distance,baseline_error_mean,baseline_error_std,z_score,L_t,W_t,warning,shadow_active,warmup_remaining,regime_change,num_trusted_buckets
6500,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,3499,0,0
6600,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,3399,0,0
6700,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,3299,0,0
6800,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,3199,0,0
6900,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,3099,0,0
7000,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2999,0,0
7100,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2899,0,0
7200,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2799,0,0
7300,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2699,0,0
7400,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2599,0,0
7500,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2499,0,0
7600,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2399,0,0
7700,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2299,0,0
7800,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2199,0,0
7900,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2099,0,0
8000,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1999,0,0
8100,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1899,0,0
8200,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1799,0,0
8300,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1699,0,0
8400,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1599,0,0
8500,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1499,0,0
8600,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1399,0,0
8700,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1299,0,0
8800,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1199,0,0
8900,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1099,0,0
9000,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,999,0,0
9100,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,899,0,0
9200,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,799,0,0
9300,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,699,0,0
9400,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,599,0,0
9500,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,499,0,0
9600,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,399,0,0
9700,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,299,0,0
9800,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,199,0,0
9900,-1,0,0,0,nan,nan,nan,nan,nan,0.00000000,0.00000000,0,0,99,0,0
10000,1099,0,0,1,0.30245009,nan,0.30245009,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
10100,3914,0,0,1,0.96837997,nan,0.96837997,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
10200,3606,0,0,1,0.66786589,nan,0.66786589,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
10300,193,0,0,1,0.30084111,nan,0.30084111,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
10400,1233,0,0,4,0.64916038,nan,1.30834359,0.27096797,nan,0.00000000,0.00000000,0,0,0,0,0
10500,6924,0,0,1,1.03483216,nan,1.03483216,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
10600,4589,0,0,2,0.53138613,nan,1.09579715,0.12948477,nan,0.00000000,0.00000000,0,0,0,0,0
10700,5357,0,0,3,1.67108061,nan,0.55586824,0.25838028,nan,0.00000000,0.00000000,0,0,0,0,0
10800,4605,0,0,5,1.59552594,nan,0.63829868,0.24521721,nan,0.00000000,0.00000000,0,0,0,0,0
10900,955,0,0,1,1.06369212,nan,1.06369212,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
11000,4892,0,0,10,0.30145972,nan,0.42715036,0.36790961,nan,0.00000000,0.00000000,0,0,0,0,0
11100,2133,0,0,1,1.34811471,nan,1.34811471,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
11200,2279,0,0,1,0.88057219,nan,0.88057219,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
11300,2274,0,0,9,0.26632213,nan,0.95085939,0.33592312,nan,0.00000000,0.00000000,0,0,0,0,0
11400,2390,0,0,1,0.60586378,nan,0.60586378,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
11500,2723,0,0,2,0.33593103,nan,2.10375592,0.40556685,nan,0.00000000,0.00000000,0,0,0,0,0
11600,4560,0,0,1,0.78909301,nan,0.78909301,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
11700,2241,0,0,1,0.86852037,nan,0.86852037,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
11800,8002,0,0,1,0.94883287,nan,0.94883287,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
11900,7270,0,0,1,0.67769855,nan,0.67769855,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
12000,4887,0,0,2,0.72204551,nan,1.38771518,0.15271510,nan,0.00000000,0.00000000,0,0,0,0,0
12100,1050,0,0,1,0.39009049,nan,0.39009049,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
12200,3906,0,0,4,0.47536279,nan,0.68901370,0.09324537,nan,0.00000000,0.00000000,0,0,0,0,0
12300,1107,0,0,1,0.74561892,nan,0.74561892,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
12400,2578,0,0,2,0.44365320,nan,0.28313873,0.03682454,nan,0.00000000,0.00000000,0,0,0,0,0
12500,2753,0,0,2,0.32723055,nan,0.50768245,0.04139850,nan,0.00000000,0.00000000,0,0,0,0,0
12600,3664,0,0,13,0.14656838,nan,0.58171430,0.27822445,nan,0.00000000,0.00000000,0,0,0,0,0
12700,577,0,0,1,0.47279476,nan,0.47279476,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
12800,4849,0,0,1,0.54142800,nan,0.54142800,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
12900,1489,0,0,2,0.47410015,nan,0.37802545,0.02204105,nan,0.00000000,0.00000000,0,0,0,0,0
13000,1565,0,0,2,0.69220840,nan,2.27027442,0.36203317,nan,0.00000000,0.00000000,0,0,0,0,0
13100,3136,0,0,11,0.55993097,nan,0.72596257,0.25829224,nan,0.00000000,0.00000000,0,0,0,0,0
13200,7698,0,0,2,0.48579380,nan,0.20420103,0.06460181,nan,0.00000000,0.00000000,0,0,0,0,0
13300,2126,0,0,5,0.35271322,nan,0.59136319,0.07871815,nan,0.00000000,0.00000000,0,0,0,0,0
13400,6980,0,0,1,0.61594271,nan,0.61594271,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
13500,6926,0,0,5,0.21937118,nan,1.43277584,0.44220922,nan,0.00000000,0.00000000,0,0,0,0,0
13600,6104,0,0,5,0.69204090,nan,1.51531160,0.24979078,nan,0.00000000,0.00000000,0,0,0,0,0
13700,12,0,0,2,0.71373166,nan,1.36859896,0.15023686,nan,0.00000000,0.00000000,0,0,0,0,0
13800,6044,0,0,1,0.98137826,nan,0.98137826,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
13900,7271,0,0,2,1.37676757,nan,0.73023424,0.14832492,nan,0.00000000,0.00000000,0,0,0,0,0
14000,1101,0,0,4,0.37923040,nan,1.89236863,0.50727297,nan,0.00000000,0.00000000,0,0,0,0,0
14100,5635,0,0,5,0.42996955,nan,0.50194943,0.16442241,nan,0.00000000,0.00000000,0,0,0,0,0
14200,1811,0,0,2,0.47692279,nan,0.69962851,0.05109220,nan,0.00000000,0.00000000,0,0,0,0,0
14300,7938,0,0,6,0.61698116,nan,0.47794537,0.05344258,nan,0.00000000,0.00000000,0,0,0,0,0
14400,4639,0,0,2,0.67278866,nan,1.07957689,0.09332362,nan,0.00000000,0.00000000,0,0,0,0,0
14500,3648,0,0,19,0.08357004,nan,0.40233910,0.26550129,nan,0.00000000,0.00000000,0,0,0,0,0
14600,6912,0,0,3,0.21063780,nan,0.49759054,0.19369764,nan,0.00000000,0.00000000,0,0,0,0,0
14700,466,0,0,1,0.43882141,nan,0.43882141,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
14800,2384,0,0,4,0.21300870,nan,0.44613436,0.11941590,nan,0.00000000,0.00000000,0,0,0,0,0
14900,1113,0,0,3,0.49019938,nan,0.61543052,0.06526553,nan,0.00000000,0.00000000,0,0,0,0,0
15000,806,0,0,1,0.11684917,nan,0.11684917,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
15100,2082,0,0,1,0.59089784,nan,0.59089784,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
15200,203,0,0,1,0.36748067,nan,0.36748067,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
15300,2834,0,0,9,0.32973669,nan,0.67719474,0.19942413,nan,0.00000000,5.00000000,0,0,0,0,1
15400,4893,0,0,3,0.25352197,nan,0.25707916,0.08890841,nan,0.00000000,5.00000000,0,0,0,0,1
15500,1985,0,0,2,1.10142128,nan,1.07764002,0.00545580,nan,0.00000000,5.00000000,0,0,0,0,1
15600,6,0,0,3,1.05484286,nan,0.67470620,0.09182143,nan,0.00000000,5.00000000,0,0,0,0,1
15700,6073,0,0,6,1.61829462,nan,2.09360182,0.61364817,nan,0.00000000,5.00000000,0,0,0,0,1
15800,6691,0,0,3,0.29764892,nan,1.20598528,0.25569740,nan,0.00000000,5.00000000,0,0,0,0,1
15900,6958,0,0,10,0.15668382,nan,0.53476220,0.16540871,nan,0.00000000,5.00000000,0,0,0,0,1
16000,4918,0,0,2,0.55612078,nan,1.10372995,0.12563016,nan,0.00000000,5.00000000,0,0,0,0,1
16100,5197,0,0,5,0.43688578,nan,0.50006343,0.05958838,nan,0.00000000,5.00000000,0,0,0,0,1
16200,6760,0,0,1,1.22417268,nan,1.22417268,0.00000000,nan,0.00000000,10.00000000,0,0,0,0,1
16300,4404,0,0,1,1.06648763,nan,1.06648763,0.00000000,nan,0.00000000,10.00000000,0,0,0,0,1
16400,6381,0,0,1,0.70784545,nan,0.70784545,0.00000000,nan,0.00000000,10.00000000,0,0,0,0,1
16500,7937,0,0,2,1.90522476,nan,0.94505825,0.22027730,nan,0.00000000,10.00000000,0,0,0,0,1
16600,5973,0,0,1,1.69668868,nan,1.69668868,0.00000000,nan,0.00000000,10.00000000,0,0,0,0,1
16700,3326,0,0,2,0.83371533,nan,0.89706005,0.01453228,nan,0.00000000,10.00000000,0,0,0,0,1
16800,3717,0,0,2,0.62362261,nan,0.76756424,0.03302248,nan,0.00000000,10.00000000,0,0,0,0,1
16900,4412,0,0,2,0.49260661,nan,0.54295376,0.01155043,nan,0.00000000,10.00000000,0,0,0,0,1
17000,4871,0,0,2,0.31723692,nan,0.45127298,0.03074998,nan,0.00000000,10.00000000,0,0,0,0,1
17100,4545,0,0,3,0.31566754,nan,0.36691285,0.04862116,nan,0.00000000,10.00000000,0,0,0,0,1
17200,189,0,0,4,0.80441967,nan,0.64354773,0.13539584,nan,0.00000000,10.00000000,0,0,0,0,1
17300,6648,0,0,1,1.50244850,nan,1.50244850,0.00000000,nan,0.00000000,10.00000000,0,0,0,0,1
17400,8169,0,0,1,1.76845568,nan,1.76845568,0.00000000,nan,0.00000000,10.00000000,0,0,0,0,1
17500,4157,0,0,4,0.44623562,nan,0.84642143,0.23282006,nan,0.00000000,10.00000000,0,0,0,0,1
17600,241,0,0,9,0.63671042,nan,0.45865456,0.10997392,nan,0.00000000,10.00000000,0,0,0,0,1
17700,8145,0,0,7,0.26068207,nan,1.17524149,0.39816874,nan,0.00000000,10.00000000,0,0,0,0,1
17800,445,0,0,6,0.52072770,nan,1.14951988,0.40707063,nan,0.00000000,10.00000000,0,0,0,0,1
17900,7916,0,0,2,1.07839986,nan,1.67730941,0.13739927,nan,0.00000000,10.00000000,0,0,0,0,1
18000,1033,0,0,2,0.52489829,nan,1.29089338,0.17573133,nan,0.00000000,10.00000000,0,0,0,0,1
18100,1675,0,0,1,0.44675382,nan,0.44675382,0.00000000,nan,0.00000000,10.00000000,0,0,0,0,1
18200,8165,0,0,1,0.78383787,nan,0.78383787,0.00000000,nan,0.00000000,10.00000000,0,0,0,0,1
18300,4412,0,0,4,1.57986100,nan,0.61965089,0.24697999,nan,0.00000000,10.00000000,0,0,0,0,1
18400,7595,0,0,2,0.78498378,nan,0.93542892,0.03451448,nan,0.00000000,10.00000000,0,0,0,0,1
18500,3299,0,0,48,0.18284060,nan,0.31521237,0.26281417,nan,0.00000000,10.00000000,0,0,0,0,1
18600,2300,0,0,5,1.61609400,nan,0.59799032,0.26062086,nan,0.00000000,10.00000000,0,0,0,0,1
18700,1091,0,0,18,0.38225301,nan,0.26537874,0.13720749,nan,0.00000000,10.00000000,0,0,0,0,1
18800,3649,0,0,4,0.61726587,nan,1.67818456,0.28954405,nan,0.00000000,10.00000000,0,0,0,0,1
18900,7661,0,0,1,1.45586232,nan,1.45586232,0.00000000,nan,0.00000000,10.00000000,0,0,0,0,1
19000,259,0,0,3,0.17642033,nan,0.89082916,0.18622099,nan,0.00000000,10.00000000,0,0,0,0,1
19100,811,0,0,1,0.69666493,nan,0.69666493,0.00000000,nan,0.00000000,10.00000000,0,0,0,0,1
19200,2128,0,0,25,0.17473556,nan,0.37981064,0.26019846,nan,0.00000000,10.00000000,0,0,0,0,1
19300,5017,0,0,2,0.46217203,nan,0.58042909,0.02713003,nan,0.00000000,10.00000000,0,0,0,0,1
19400,5785,0,0,2,1.35644166,nan,0.53370648,0.18874840,nan,0.00000000,10.00000000,0,0,0,0,1
19500,5909,0,0,9,0.48698458,nan,0.48477757,0.26740968,nan,0.00000000,10.00000000,0,0,0,0,1
19600,3765,0,0,4,1.09957886,nan,1.33751310,0.23764208,nan,0.00000000,10.00000000,0,0,0,0,1
19700,4263,0,0,1,0.37414031,nan,0.37414031,0.00000000,nan,0.00000000,10.00000000,0,0,0,0,1
19800,47,0,0,7,0.47052362,nan,1.26590963,0.36745906,nan,0.00000000,10.00000000,0,0,0,0,1
19900,5900,0,0,5,1.02257460,nan,0.60709720,0.10012853,nan,0.00000000,10.00000000,0,0,0,0,1
20000,800,0,0,2,0.40891607,nan,0.77614615,0.08424836,nan,0.00000000,10.00000000,0,0,0,0,1
20100,2276,0,0,2,0.66744213,nan,1.06955191,0.09225031,nan,0.00000000,0.00000000,0,0,0,0,0
20200,2552,0,0,1,0.78046406,nan,0.78046406,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
20300,4199,0,0,1,0.95948210,nan,0.95948210,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
20400,5645,0,0,1,0.16423146,nan,0.16423146,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
20500,4892,0,0,2,0.22562743,nan,0.20053642,0.00575627,nan,0.00000000,0.00000000,0,0,0,0,0
20600,6974,0,0,1,0.76881325,nan,0.76881325,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
20700,1551,0,0,1,1.43065317,nan,1.43065317,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
20800,6065,0,0,1,0.65678043,nan,0.65678043,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
20900,6508,0,0,1,0.75847175,nan,0.75847175,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
21000,227,0,0,1,0.21268346,nan,0.21268346,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
21100,3182,0,0,1,1.17138329,nan,1.17138329,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
21200,6958,0,0,4,0.34614809,nan,0.80203538,0.24486502,nan,0.00000000,0.00000000,0,0,0,0,0
21300,55,0,0,1,1.17415228,nan,1.17415228,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
21400,3281,0,0,4,0.10593024,nan,0.60528683,0.17831875,nan,0.00000000,0.00000000,0,0,0,0,0
21500,4924,0,0,1,0.16554452,nan,0.16554452,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
21600,6922,0,0,2,0.56424637,nan,0.98980507,0.09762986,nan,0.00000000,0.00000000,0,0,0,0,0
21700,3299,0,0,7,0.09907633,nan,0.14745138,0.03580029,nan,0.00000000,0.00000000,0,0,0,0,0
21800,7709,0,0,4,0.41460374,nan,0.65098480,0.13264228,nan,0.00000000,0.00000000,0,0,0,0,0
21900,6254,0,0,3,0.57627516,nan,0.21868921,0.08465860,nan,0.00000000,0.00000000,0,0,0,0,0
22000,4884,0,0,2,0.27062225,nan,0.83896543,0.13038687,nan,0.00000000,0.00000000,0,0,0,0,0
22100,776,0,0,1,0.43539482,nan,0.43539482,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
22200,99,0,0,2,0.48048981,nan,0.59913414,0.02721888,nan,0.00000000,0.00000000,0,0,0,0,0
22300,1219,0,0,3,0.53945149,nan,0.55305296,0.19008421,nan,0.00000000,0.00000000,0,0,0,0,0
22400,5065,0,0,1,1.50250508,nan,1.50250508,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
22500,241,0,0,3,0.10453991,nan,0.57409088,0.10781749,nan,0.00000000,0.00000000,0,0,0,0,0
22600,3153,0,0,4,0.39452642,nan,1.46396793,0.35135684,nan,0.00000000,0.00000000,0,0,0,0,0
22700,6924,0,0,4,0.50652954,nan,0.66418956,0.05745079,nan,0.00000000,0.00000000,0,0,0,0,0
22800,3157,0,0,4,0.49974150,nan,0.94042439,0.11774980,nan,0.00000000,0.00000000,0,0,0,0,0
22900,7404,0,0,5,0.36238495,nan,0.82502163,0.11034177,nan,0.00000000,0.00000000,0,0,0,0,0
23000,227,0,0,2,0.45190539,nan,0.22464456,0.05213721,nan,0.00000000,0.00000000,0,0,0,0,0
23100,3784,0,0,1,0.88149920,nan,0.88149920,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,1
23200,5057,0,0,1,1.02258898,nan,1.02258898,0.00000000,nan,0.00000000,15.00000000,0,0,0,0,2
23300,1923,0,0,1,0.85777760,nan,0.85777760,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
23400,1937,0,0,1,0.39640282,nan,0.39640282,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
23500,660,0,0,1,0.53919606,nan,0.53919606,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
23600,4613,0,0,1,0.60454621,nan,0.60454621,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
23700,2366,0,0,1,0.90726168,nan,0.90726168,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
23800,3164,0,0,1,0.91964323,nan,0.91964323,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
23900,3312,0,0,1,1.37358331,nan,1.37358331,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
24000,295,0,0,1,0.35916854,nan,0.35916854,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
24100,2228,0,0,1,0.74604156,nan,0.74604156,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
24200,3317,0,0,1,0.49467225,nan,0.49467225,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
24300,5085,0,0,1,0.49547644,nan,0.49547644,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
24400,4879,0,0,1,0.75415764,nan,0.75415764,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
24500,5373,0,0,2,0.55445982,nan,0.57852427,0.00552076,nan,0.00000000,0.00000000,0,0,0,0,0
24600,3297,0,0,5,0.11826946,nan,0.47649137,0.15743968,nan,0.00000000,0.00000000,0,0,0,0,0
24700,425,0,0,1,0.27971663,nan,0.27971663,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
24800,6190,0,0,2,0.04967333,nan,0.21752689,0.03850825,nan,0.00000000,0.00000000,0,0,0,0,0
24900,8097,0,0,1,0.70767287,nan,0.70767287,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
25000,806,0,0,1,0.42837508,nan,0.42837508,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
25100,1554,0,0,2,0.74001482,nan,1.38819318,0.14870231,nan,0.00000000,0.00000000,0,0,0,0,0
