step,bucket_id,bucket_trusted,became_trusted,learning_samples,prediction_error,baseline_error_mean,baseline_error_std,z_score,L_t,W_t,warning,shadow_active,warmup_remaining,regime_change,num_trusted_buckets
4800,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,5199,0,0
4900,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,5099,0,0
5000,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,4999,0,0
5100,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,4899,0,0
5200,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,4799,0,0
5300,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,4699,0,0
5400,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,4599,0,0
5500,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,4499,0,0
5600,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,4399,0,0
5700,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,4299,0,0
5800,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,4199,0,0
5900,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,4099,0,0
6000,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,3999,0,0
6100,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,3899,0,0
6200,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,3799,0,0
6300,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,3699,0,0
6400,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,3599,0,0
6500,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,3499,0,0
6600,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,3399,0,0
6700,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,3299,0,0
6800,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,3199,0,0
6900,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,3099,0,0
7000,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2999,0,0
7100,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2899,0,0
7200,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2799,0,0
7300,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2699,0,0
7400,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2599,0,0
7500,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2499,0,0
7600,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2399,0,0
7700,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2299,0,0
7800,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2199,0,0
7900,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,2099,0,0
8000,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1999,0,0
8100,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1899,0,0
8200,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1799,0,0
8300,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1699,0,0
8400,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1599,0,0
8500,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1499,0,0
8600,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1399,0,0
8700,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1299,0,0
8800,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1199,0,0
8900,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,1099,0,0
9000,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,999,0,0
9100,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,899,0,0
9200,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,799,0,0
9300,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,699,0,0
9400,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,599,0,0
9500,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,499,0,0
9600,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,399,0,0
9700,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,299,0,0
9800,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,199,0,0
9900,-1,0,0,0,nan,nan,nan,nan,0.00000000,0.00000000,0,0,99,0,0
10000,68,0,0,1,0.30245009,0.30245009,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
10100,244,0,0,1,0.96837997,0.96837997,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
10200,225,0,0,3,0.52553389,1.16138551,0.14879226,nan,0.00000000,0.00000000,0,0,0,0,0
10300,12,0,0,1,0.30084111,0.30084111,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
10400,77,0,0,6,0.59597186,1.85536559,0.59090194,nan,0.00000000,0.00000000,0,0,0,0,0
10500,432,0,0,8,0.77451378,0.86960749,0.23204283,nan,0.00000000,0.00000000,0,0,0,0,0
10600,286,0,0,7,0.34766928,0.77297956,0.13789334,nan,0.00000000,0.00000000,0,0,0,0,0
10700,334,0,0,5,0.91713296,1.01846957,0.16914086,nan,0.00000000,0.00000000,0,0,0,0,0
10800,287,0,0,8,0.84130515,1.30175724,0.41784288,nan,0.00000000,0.00000000,0,0,0,0,0
10900,59,0,0,4,0.76545856,0.90879004,0.22714139,nan,0.00000000,0.00000000,0,0,0,0,0
11000,305,0,0,20,0.25584397,0.52496886,0.37366815,nan,0.00000000,0.00000000,0,0,0,0,0
11100,133,0,0,4,0.96843654,0.62455714,0.08635741,nan,0.00000000,0.00000000,0,0,0,0,0
11200,142,0,0,20,0.19100508,0.70022526,0.42457691,nan,0.00000000,0.00000000,0,0,0,0,0
11300,142,0,0,38,0.03548315,0.33962153,0.40011527,nan,0.00000000,0.00000000,0,0,0,0,0
11400,149,0,0,2,0.59920287,0.75228670,0.03511984,nan,0.00000000,0.00000000,0,0,0,0,0
11500,170,0,0,2,0.33593103,2.10375592,0.40556685,nan,0.00000000,0.00000000,0,0,0,0,0
11600,285,0,0,3,0.55629118,0.76553317,0.04867227,nan,0.00000000,0.00000000,0,0,0,0,0
11700,140,0,0,9,1.26949874,0.72680747,0.22897495,nan,0.00000000,0.00000000,0,0,0,0,0
11800,500,0,0,2,0.73357834,0.95732346,0.05133065,nan,0.00000000,0.00000000,0,0,0,0,0
11900,454,0,0,9,0.37436334,0.67896450,0.20555429,nan,0.00000000,0.00000000,0,0,0,0,0
12000,305,0,0,25,0.19788310,0.50651808,0.36586514,nan,0.00000000,0.00000000,0,0,0,0,0
12100,65,0,0,9,0.21995395,0.75598434,0.24750372,nan,0.00000000,0.00000000,0,0,0,0,0
12200,244,0,0,6,0.43310138,0.87620793,0.19971573,nan,0.00000000,0.00000000,0,0,0,0,0
12300,69,0,0,9,0.86746226,1.12411953,0.43776665,nan,0.00000000,0.00000000,0,0,0,0,0
12400,161,0,0,8,0.13028487,0.32842601,0.14763781,nan,0.00000000,0.00000000,0,0,0,0,0
12500,172,0,0,5,0.28483798,0.48350188,0.07643575,nan,0.00000000,0.00000000,0,0,0,0,0
12600,229,0,0,33,0.03730451,0.29879311,0.28039065,nan,0.00000000,0.00000000,0,0,0,0,0
12700,36,0,0,1,0.47279476,0.47279476,0.00000000,nan,0.00000000,0.00000000,0,0,0,0,0
12800,303,0,0,2,0.72420640,0.85830982,0.03076543,nan,0.00000000,0.00000000,0,0,0,0,0
12900,93,0,0,7,0.38958520,0.96327148,0.20076338,nan,0.00000000,0.00000000,0,0,0,0,0
13000,97,0,0,11,0.30734305,0.41772237,0.32895616,nan,0.00000000,0.00000000,0,0,0,0,0
13100,196,0,0,71,0.13300467,0.13572866,0.17049512,nan,0.00000000,0.00000000,0,0,0,0,0
13200,481,0,0,15,0.18871874,0.73789031,0.34865909,nan,0.00000000,0.00000000,0,0,0,0,0
13300,132,0,0,61,0.01137373,0.11165300,0.16888226,nan,0.00000000,0.00000000,0,0,0,0,0
13400,436,0,0,12,0.19303733,0.83271180,0.27787525,nan,0.00000000,0.00000000,0,0,0,0,0
13500,432,0,0,24,0.03941624,0.54597698,0.38524190,nan,0.00000000,0.00000000,0,0,0,0,0
13600,381,0,0,22,1.05020132,0.83694961,0.33839360,nan,0.00000000,0.00000000,0,0,0,0,0
13700,0,0,0,26,0.58672418,0.51424354,0.29079118,nan,0.00000000,0.00000000,0,0,0,0,0
13800,377,0,0,21,0.54020743,0.67837695,0.24900915,nan,0.00000000,0.00000000,0,0,0,0,0
13900,454,0,0,15,0.39641048,0.58779186,0.25206602,nan,0.00000000,0.00000000,0,0,0,0,0
14000,68,0,0,33,0.14365865,0.27054536,0.20034249,nan,0.00000000,0.00000000,0,0,0,0,0
14100,352,0,0,20,0.26267000,0.58454631,0.33144176,nan,0.00000000,0.00000000,0,0,0,0,0
14200,113,0,0,16,0.21307402,1.06877478,0.73936568,nan,0.00000000,0.00000000,0,0,0,0,0
14300,496,0,0,22,0.39800774,0.51600348,0.29995576,nan,0.00000000,0.00000000,0,0,0,0,0
14400,289,0,0,13,0.25668474,0.82743929,0.40725573,nan,0.00000000,0.00000000,0,0,0,0,0
14500,228,0,0,79,0.04952175,0.11971039,0.17680822,nan,0.00000000,0.00000000,0,0,0,0,0
14600,432,0,0,31,0.06890283,0.43161222,0.37598987,nan,0.00000000,0.00000000,0,0,0,0,0
14700,29,0,0,4,0.23900681,0.46758621,0.23855659,nan,0.00000000,0.00000000,0,0,0,0,0
14800,149,0,0,8,0.19898252,0.65049428,0.18925304,nan,0.00000000,0.00000000,0,0,0,0,0
14900,69,0,0,48,0.07713194,0.23546577,0.39688746,nan,0.00000000,0.00000000,0,0,0,0,0
15000,50,0,0,6,0.13789328,1.39881935,0.43705923,nan,0.00000000,0.00000000,0,0,0,0,0
15100,130,0,0,21,0.41804829,0.48857197,0.24785366,nan,0.00000000,0.00000000,0,0,0,0,0
15200,12,0,0,22,0.40985785,0.33702621,0.25607433,nan,0.00000000,0.00000000,0,0,0,0,0
15300,177,0,0,17,0.11874244,0.37799938,0.16512658,nan,0.00000000,0.00000000,0,0,0,0,0
15400,305,0,0,53,0.00982301,0.23154440,0.26218443,nan,0.00000000,0.00000000,0,0,0,0,0
15500,124,0,0,10,1.00022738,0.89701346,0.29999561,nan,0.00000000,0.00000000,0,0,0,0,0
15600,0,0,0,41,0.17670794,0.35484144,0.28141489,nan,0.00000000,0.00000000,0,0,0,0,0
15700,379,0,0,14,1.62416594,1.71250766,0.80533563,nan,0.00000000,0.00000000,0,0,0,0,0
15800,418,0,0,21,0.21812817,0.52001697,0.36550550,nan,0.00000000,0.00000000,0,0,0,0,0
15900,434,0,0,30,0.05246404,0.35772374,0.23108003,nan,0.00000000,0.00000000,0,0,0,0,0
16000,307,0,0,29,0.57627347,0.59417744,0.39379207,nan,0.00000000,0.00000000,0,0,0,0,0
16100,324,0,0,25,0.21784554,0.38900910,0.15217227,nan,0.00000000,0.00000000,0,0,0,0,0
16200,422,0,0,16,0.87097399,0.52844438,0.21784648,nan,0.00000000,0.00000000,0,0,0,0,0
16300,275,0,0,9,0.49310326,0.87700710,0.24686122,nan,0.00000000,0.00000000,0,0,0,0,0
16400,398,0,0,17,0.25611609,0.57342212,0.27700711,nan,0.00000000,0.00000000,0,0,0,0,0
16500,496,0,0,33,0.51364036,0.42132106,0.26800854,nan,0.00000000,0.00000000,0,0,0,0,0
16600,373,0,0,28,0.32918894,0.41151119,0.21400006,nan,0.00000000,0.00000000,0,0,0,0,0
16700,207,0,0,40,0.04854587,0.45847820,0.53238377,nan,0.00000000,0.00000000,0,0,0,0,0
16800,232,0,0,8,0.46724625,0.69701089,0.12683881,nan,0.00000000,0.00000000,0,0,0,0,0
16900,275,0,0,11,0.27234961,0.81436576,0.30243533,nan,0.00000000,0.00000000,0,0,0,0,0
17000,304,0,0,37,0.43341348,0.58622816,0.46985386,nan,0.00000000,0.00000000,0,0,0,0,0
17100,284,0,0,7,0.28635829,0.42937923,0.20043974,nan,0.00000000,0.00000000,0,0,0,0,0
17200,11,0,0,12,0.51119736,0.66843257,0.21972093,nan,0.00000000,0.00000000,0,0,0,0,0
17300,415,0,0,10,1.14152471,0.56349359,0.20285596,nan,0.00000000,0.00000000,0,0,0,0,0
17400,510,0,0,30,0.18613375,0.60106841,0.50918802,nan,0.00000000,0.00000000,0,0,0,0,0
17500,259,0,0,11,0.35451948,0.70749752,0.29375157,nan,0.00000000,0.00000000,0,0,0,0,0
17600,15,0,0,33,0.13380759,0.43245245,0.30451482,nan,0.00000000,0.00000000,0,0,0,0,0
17700,509,0,0,22,0.41950233,0.67413809,0.31596558,nan,0.00000000,0.00000000,0,0,0,0,0
17800,27,0,0,17,0.28699658,0.88628012,0.47247948,nan,0.00000000,0.00000000,0,0,0,0,0
17900,494,0,0,13,0.38148504,0.77197978,0.24930887,nan,0.00000000,0.00000000,0,0,0,0,0
18000,64,0,0,51,0.32823940,0.26614796,0.21725505,nan,0.00000000,0.00000000,0,0,0,0,0
18100,104,0,0,4,0.26824800,1.35132619,0.29685970,nan,0.00000000,0.00000000,0,0,0,0,0
18200,510,0,0,38,0.19534046,0.45675014,0.46633462,nan,0.00000000,0.00000000,0,0,0,0,0
18300,275,0,0,17,0.50585606,0.71419448,0.31336314,nan,0.00000000,0.00000000,0,0,0,0,0
18400,474,0,0,11,0.50974200,0.52088146,0.14005687,nan,0.00000000,0.00000000,0,0,0,0,0
18500,206,0,0,134,0.07664061,0.13683224,0.14441586,nan,0.00000000,0.00000000,0,0,0,0,0
18600,143,0,0,42,1.06059563,0.38111721,0.30215161,nan,0.00000000,0.00000000,0,0,0,0,0
18700,68,0,0,61,0.03081736,0.31480234,0.52372118,nan,0.00000000,0.00000000,0,0,0,0,0
18800,228,0,0,101,0.15786168,0.12415513,0.14043972,nan,0.00000000,0.00000000,0,0,0,0,0
18900,478,0,0,31,1.34477930,0.67610407,0.65040064,nan,0.00000000,0.00000000,0,0,0,0,0
19000,16,0,0,16,0.13156608,1.63791593,1.27654122,nan,0.00000000,0.00000000,0,0,0,0,0
19100,50,0,0,11,0.18766738,1.25839544,0.50020736,nan,0.00000000,0.00000000,0,0,0,0,0
19200,133,0,0,51,0.06002722,0.17659244,0.22065550,nan,0.00000000,0.00000000,0,0,0,0,0
19300,313,0,0,20,0.36443934,0.79610527,0.38886586,nan,0.00000000,0.00000000,0,0,0,0,0
19400,361,0,0,9,1.35991492,0.76578259,0.24429255,nan,0.00000000,0.00000000,0,0,0,0,0
19500,369,0,0,73,0.01933393,0.24014928,0.22048213,nan,0.00000000,0.00000000,0,0,0,0,0
19600,235,0,0,10,0.50173034,0.81729247,0.21134684,nan,0.00000000,0.00000000,0,0,0,0,0
19700,266,0,0,8,0.29293314,0.80965515,0.20627008,nan,0.00000000,0.00000000,0,0,0,0,0
19800,2,0,0,44,0.36437365,0.56468739,0.47566446,nan,0.00000000,0.00000000,0,0,0,0,0
19900,368,0,0,50,0.19570835,0.29496908,0.23841723,nan,0.00000000,0.00000000,0,0,0,0,0
20000,50,0,0,13,0.40691159,1.17748120,0.53522221,nan,0.00000000,0.00000000,0,0,0,0,0
20100,142,0,0,107,0.04448762,0.18752759,0.20761648,nan,0.00000000,0.00000000,0,0,0,0,0
20200,159,0,0,33,0.04007694,0.56209443,0.45182938,nan,0.00000000,0.00000000,0,0,0,0,0
20300,262,0,0,17,0.14207535,0.78878334,0.32041234,nan,0.00000000,0.00000000,0,0,0,0,0
20400,352,0,0,50,0.08529550,0.35570064,0.34500696,nan,0.00000000,0.00000000,0,0,0,0,0
20500,305,0,0,85,0.08920432,0.23446647,0.19934373,nan,0.00000000,0.00000000,0,0,0,0,0
20600,435,0,0,17,0.45099599,0.71784606,0.29954504,nan,0.00000000,0.00000000,0,0,0,0,0
20700,96,0,0,29,0.42980584,0.45581736,0.27224942,nan,0.00000000,0.00000000,0,0,0,0,0
20800,379,0,0,45,0.05536508,0.56038758,0.71415511,nan,0.00000000,0.00000000,0,0,0,0,0
20900,406,0,0,17,0.51413844,0.57157862,0.27676097,nan,0.00000000,0.00000000,0,0,0,0,0
21000,14,0,0,50,0.09362257,0.23551250,0.21225509,nan,0.00000000,0.00000000,0,0,0,0,0
21100,198,0,0,56,0.24059337,0.32659812,0.30685285,nan,0.00000000,0.00000000,0,0,0,0,0
21200,434,0,0,83,0.06258848,0.21581312,0.20871730,nan,0.00000000,0.00000000,0,0,0,0,0
21300,3,0,0,9,0.65080956,1.25576857,0.40911188,nan,0.00000000,0.00000000,0,0,0,0,0
21400,205,0,0,92,0.04182246,0.19186663,0.16727928,nan,0.00000000,0.00000000,0,0,0,0,0
21500,307,0,0,75,0.07315517,0.23217359,0.20409443,nan,0.00000000,0.00000000,0,0,0,0,0
21600,432,0,0,65,0.33850384,0.30329659,0.29509499,nan,0.00000000,0.00000000,0,0,0,0,0
21700,206,0,0,167,0.18575284,0.13187086,0.11575446,nan,0.00000000,0.00000000,0,0,0,0,0
21800,481,0,0,43,0.04323998,0.33203807,0.32467750,nan,0.00000000,0.00000000,0,0,0,0,0
21900,390,0,0,45,0.27228682,0.38204360,0.31231321,nan,0.00000000,0.00000000,0,0,0,0,0
22000,305,0,0,97,0.37802633,0.22409479,0.20343412,nan,0.00000000,0.00000000,0,0,0,0,0
22100,48,0,0,20,0.27583989,0.79311831,0.39267135,nan,0.00000000,0.00000000,0,0,0,0,0
22200,6,0,0,31,0.34051105,0.53391641,0.33550840,nan,0.00000000,0.00000000,0,0,0,0,0
22300,76,0,0,49,0.05977234,0.26766313,0.26528847,nan,0.00000000,0.00000000,0,0,0,0,0
22400,316,0,0,3,1.28755553,1.22924740,0.03660441,nan,0.00000000,0.00000000,0,0,0,0,0
22500,15,0,0,53,0.10111965,0.27577230,0.24062351,nan,0.00000000,0.00000000,0,0,0,0,0
22600,197,0,0,92,0.10405010,0.22473405,0.18801018,nan,0.00000000,0.00000000,0,0,0,0,0
22700,432,0,0,67,0.09127791,0.28933634,0.28439574,nan,0.00000000,0.00000000,0,0,0,0,0
22800,197,0,0,93,0.10156817,0.21857575,0.18520530,nan,0.00000000,0.00000000,0,0,0,0,0
22900,462,0,0,79,0.00318787,0.10476849,0.13994480,nan,0.00000000,0.00000000,0,0,0,0,0
23000,14,0,0,56,0.40444122,0.23785900,0.20880541,nan,0.00000000,0.00000000,0,0,0,0,0
23100,236,0,0,29,0.06446831,0.37575159,0.28871890,nan,0.00000000,0.00000000,0,0,0,0,0
23200,316,0,0,4,0.92519680,1.21404487,0.07526028,nan,0.00000000,0.00000000,0,0,0,0,0
23300,120,0,0,10,0.65875655,0.72568420,0.18130379,nan,0.00000000,0.00000000,0,0,0,0,0
23400,121,0,0,32,0.54670037,0.38777139,0.26127110,nan,0.00000000,0.00000000,0,0,0,0,0
23500,41,0,0,6,0.48826000,1.09976211,0.24708670,nan,0.00000000,0.00000000,0,0,0,0,0
23600,288,0,0,31,0.19466746,0.46688795,0.26506427,nan,0.00000000,0.00000000,0,0,0,0,0
23700,147,0,0,5,0.78890037,0.39414117,0.10290531,nan,0.00000000,0.00000000,0,0,0,0,0
23800,197,0,0,108,0.27585724,0.17188147,0.15936682,nan,0.00000000,0.00000000,0,0,0,0,0
23900,207,0,0,111,0.53105508,0.19174723,0.20957276,nan,0.00000000,0.00000000,0,0,0,0,0
24000,18,0,0,46,0.68259325,0.42390491,0.37605883,nan,0.00000000,0.00000000,0,0,0,0,0
24100,139,0,0,13,0.34125311,0.63270944,0.26149264,nan,0.00000000,0.00000000,0,0,0,0,0
24200,207,0,0,113,0.06446575,0.17680343,0.20438909,nan,0.00000000,0.00000000,0,0,0,0,0
24300,317,0,0,36,0.13224061,0.44851540,0.33360280,nan,0.00000000,0.00000000,0,0,0,0,0
24400,304,0,0,100,0.27235655,0.20596901,0.25464668,nan,0.00000000,0.00000000,0,0,0,0,0
24500,335,0,0,55,0.04589579,0.28450304,0.27346240,nan,0.00000000,0.00000000,0,0,0,0,0
24600,206,0,0,183,0.07741922,0.13967148,0.12176972,nan,0.00000000,0.00000000,0,0,0,0,0
24700,26,0,0,38,0.19421687,0.45854607,0.31800835,nan,0.00000000,0.00000000,0,0,0,0,0
24800,386,0,0,51,0.02056705,0.28542661,0.33619375,nan,0.00000000,0.00000000,0,0,0,0,0
24900,506,0,0,51,0.10865649,0.24929050,0.28227513,nan,0.00000000,0.00000000,0,0,0,0,0
25000,50,0,0,29,0.12406041,0.66713122,0.58277664,nan,0.00000000,0.00000000,0,0,0,0,0
25100,97,0,0,46,0.26751792,0.31376226,0.29208451,nan,0.00000000,0.00000000,0,0,0,0,0
25200,381,0,0,60,0.06030261,0.40084743,0.36656285,nan,0.00000000,0.00000000,0,0,0,0,0
25300,291,0,0,15,0.21207308,0.65058860,0.22364854,nan,0.00000000,0.00000000,0,0,0,0,0
25400,305,0,0,129,0.19911834,0.15339712,0.12918419,nan,0.00000000,0.00000000,0,0,0,0,0
25500,333,0,0,43,0.07017976,0.52405726,0.50329016,nan,0.00000000,0.00000000,0,0,0,0,0
25600,287,0,0,111,0.11979413,0.12292892,0.14275456,nan,0.00000000,0.00000000,0,0,0,0,0
25700,306,0,0,163,0.06868857,0.11589568,0.10536000,nan,0.00000000,0.00000000,0,0,0,0,0
25800,507,0,0,51,0.17058661,0.30176875,0.32243742,nan,0.00000000,0.00000000,0,0,0,0,0
25900,254,0,0,42,0.11701077,0.29992170,0.23564788,nan,0.00000000,0.00000000,0,0,0,0,0
26000,4,0,0,91,0.18136478,0.17201186,0.21771506,nan,0.00000000,0.00000000,0,0,0,0,0
26100,134,0,0,193,0.03305798,0.11283935,0.20101948,nan,0.00000000,0.00000000,0,0,0,0,0
26200,381,0,0,70,0.12928444,0.30893316,0.31326930,nan,0.00000000,0.00000000,0,0,0,0,0
26300,80,0,0,25,1.13457786,0.76700079,0.34422250,nan,0.00000000,0.00000000,0,0,0,0,0
26400,2,0,0,66,0.17725663,0.29607679,0.34313170,nan,0.00000000,0.00000000,0,0,0,0,0
26500,306,0,0,176,0.08306664,0.09984630,0.08656181,nan,0.00000000,0.00000000,0,0,0,0,0
26600,304,0,0,122,0.29572986,0.18385126,0.18984754,nan,0.00000000,0.00000000,0,0,0,0,0
26700,253,0,0,28,0.15384092,0.62467017,0.40050136,nan,0.00000000,0.00000000,0,0,0,0,0
26800,0,0,0,104,0.17152230,0.17331423,0.16686781,nan,0.00000000,0.00000000,0,0,0,0,0
