step,e_P,e_R,e_P_bar,e_R_bar,D_t,c_t,regime_change
1760000,0.06580001,0.04880418,-0.02689249,1.37925794,0.95117623,0.46405391,0
1761000,0.06546084,0.00317979,0.03181603,-0.98558803,0.00050613,0.46812256,0
1762000,0.05886281,0.10359593,0.00000000,0.00000000,0.00000000,0.00000000,0
1763000,0.12229531,0.02318015,0.00000000,0.00000000,0.00000000,0.00000000,0
1764000,0.07354438,0.02625140,0.04036397,0.15697696,0.01313551,0.28258856,0
1765000,0.06177295,0.01139118,-0.11237189,-0.49432204,0.00000000,0.34746378,0
1766000,0.05565532,0.04055782,-0.20087294,1.03858789,0.53933240,0.34002345,0
1767000,0.05851509,0.01284249,-0.11734321,-0.42851945,0.00000000,0.59133750,0
1768000,0.04085913,0.00692741,0.00000000,0.00000000,0.00000000,0.00000000,0
1769000,0.05838576,0.00796548,-0.25041650,-0.74648896,0.00000000,0.19434721,0
1770000,0.06336571,0.14242949,-0.07918541,6.17076359,19.03916163,0.74200950,0
1771000,0.06675992,0.02819464,0.06140980,0.40304955,0.08311005,0.17435096,0
1772000,0.12763864,0.04809155,1.49477299,1.61737104,2.42511768,0.81316405,0
1773000,0.06068631,0.00345282,-0.00131522,-1.01394070,0.00000000,0.43546566,0
1774000,0.18208873,0.04825357,3.08151502,1.79083065,6.35140461,0.51151878,0
1775000,0.05575069,0.00831716,0.00000000,0.00000000,0.00000000,0.00000000,0
1776000,0.05338718,0.05973101,-0.18203132,2.21706011,2.45767777,0.14811710,0
1777000,0.04475933,0.01039213,-0.36029120,-0.55850344,0.00000000,0.67848475,0
1778000,0.09628097,0.00716069,0.00000000,0.00000000,0.00000000,0.00000000,0
1779000,0.07549568,0.00701977,0.12518681,-0.62469244,0.00783587,0.12254945,0
1780000,0.08159769,0.09240948,0.31418149,3.16300646,5.05165992,0.68933027,0
1781000,0.07418905,0.02342637,0.19350769,0.10899651,0.02466273,0.30198179,0
1782000,0.05580368,0.01739627,-0.16374549,-0.15738084,0.00000000,0.28731446,0
1783000,0.06186773,0.00239632,0.00000000,0.00000000,0.00000000,0.00000000,0
1784000,0.14233015,0.00684678,1.22100952,-0.66359494,0.74543212,0.09133576,0
1785000,0.06159703,0.00344610,-0.07262700,-0.83334189,0.00000000,0.27559894,0
1786000,0.09693444,0.00093573,0.00000000,0.00000000,0.00000000,0.00000000,0
1787000,0.10249352,0.01061436,0.50505761,-0.55641184,0.12754159,0.51274788,0
1788000,0.07166635,0.07857537,0.08906602,2.86340175,4.10350117,0.84683056,0
1789000,0.07682604,0.03340546,0.28444371,0.67478677,0.26812270,0.28278008,0
1790000,0.12030437,0.05939045,0.00000000,0.00000000,0.00000000,0.00000000,0
1791000,0.09347425,0.05582723,0.12633432,1.04049335,0.54929338,0.03660624,0
1792000,0.06586679,0.01390051,-0.15823677,-0.43690612,0.00000000,0.19925065,0
1793000,0.08162303,0.15422007,0.20628259,6.06845041,18.43432145,0.50234412,0
1794000,0.08592720,0.02582299,0.37283880,0.17455262,0.08473869,0.43238144,0
1795000,0.19246112,0.03852400,2.68211433,0.87605011,3.98060055,0.39508890,0
1796000,0.10188680,0.00761658,0.84769876,-0.72927030,0.35929659,0.38377892,0
1797000,0.09069882,0.05109737,0.64773277,1.67772581,1.61716081,0.37579279,0
1798000,0.05780596,0.08867764,-0.08842988,3.87466810,7.50652644,0.70358878,0
1799000,0.04462131,0.00357818,-0.39115474,-0.96679658,0.00000000,0.71976723,0
1800000,0.04196932,0.01947223,-0.46291723,-0.03463470,0.00000000,0.73436434,0
1801000,0.08036215,0.04596630,0.00000000,0.00000000,0.00000000,0.00000000,0
1802000,0.04512759,0.01297320,-0.56494456,-0.54723214,0.00000000,0.19668220,0
1803000,0.11461929,0.00740858,0.84707910,-0.78320787,0.35877150,0.19250617,0
1804000,0.13448225,0.05200819,1.45454551,1.79949122,2.67693565,0.63976771,0
1805000,0.06523425,0.04749325,0.04102096,1.64664849,1.35656699,0.58943451,0
1806000,0.14583872,0.06924263,0.00000000,0.00000000,0.00000000,0.00000000,0
1807000,0.20980555,0.09766456,2.04905397,2.22654614,4.57806495,0.21697858,0
1808000,0.06572995,0.03999063,-0.07305296,0.54718092,0.14970348,0.18039776,0
1809000,0.15259714,0.02009358,1.71868578,-0.15963821,1.47694040,0.17382538,0
1810000,0.03857603,0.02981664,-0.52720721,0.30805141,0.04744784,0.33476710,0
1811000,0.06486526,0.00441917,0.07141704,-0.84448941,0.00255020,0.48356535,0
1812000,0.10596111,0.00487382,1.05466641,-0.84257006,0.55616062,0.62832644,0
1813000,0.10465773,0.06011011,1.07686099,1.93913470,2.45993649,0.97836353,0
1814000,0.07154398,0.04295489,0.28890778,1.11910153,0.66792797,0.63346137,0
1815000,0.06151002,0.01072943,0.05585410,-0.55822831,0.00155984,0.60387907,0
1816000,0.09899385,0.02698855,1.06498458,0.32824302,0.62096782,0.90526839,0
1817000,0.05193098,0.02538645,0.00000000,0.00000000,0.00000000,0.00000000,0
1818000,0.06110009,0.08118048,-0.10582282,3.41125096,5.81831657,0.78235735,0
1819000,0.16563912,0.00704792,2.58619935,-0.77668438,3.34421355,0.38102575,0
1820000,0.05535357,0.05593516,0.00000000,0.00000000,0.00000000,0.00000000,0
1821000,0.04005004,0.07562939,-0.60182153,2.98701697,4.46113519,0.38802753,0
1822000,0.15538532,0.01467691,1.99854107,-0.32125951,1.99708320,0.56523896,0
1823000,0.23711249,0.03766576,4.21553577,1.18692845,9.58977048,0.68622358,0
1824000,0.04787123,0.03771571,0.00000000,0.00000000,0.00000000,0.00000000,0
1825000,0.08195206,0.04242253,0.26437699,1.06327479,0.60022423,0.25357418,0
1826000,0.14898974,0.03402984,1.83441700,0.74083988,1.95696472,0.46110748,0
1827000,0.16471045,0.03095092,2.36575327,0.62630543,2.99452352,0.60252117,0
1828000,0.08482797,0.02200613,0.56431235,0.13275177,0.16803573,0.98522407,0
1829000,0.13367221,0.01721614,0.00000000,0.00000000,0.00000000,0.00000000,0
1830000,0.07087649,0.07063150,-0.02501051,2.01649327,2.03312256,0.32892855,0
1831000,0.08145387,0.00243886,0.26659660,-0.96314510,0.03553687,0.17500757,0
1832000,0.05496304,0.03181840,-0.23197992,0.53569275,0.14348336,0.40096779,0
1833000,0.17084144,0.06343881,2.42540745,2.30279061,5.59272294,0.83653379,0
1834000,0.10509557,0.01618893,0.00000000,0.00000000,0.00000000,0.00000000,0
1835000,0.07709312,0.05972596,0.13248573,1.60839602,1.30224512,0.14084716,0
1836000,0.04386113,0.00912811,-0.46535433,-0.62807361,0.00000000,0.28692682,0
1837000,0.09979568,0.05238500,0.79556145,1.60535694,1.60504446,0.20624282,0
1838000,0.16972612,0.02561345,2.52066865,0.25975430,3.21062136,0.71456489,0
1839000,0.06825254,0.04246498,0.19363553,1.23361429,0.77964947,1.36395064,0
1840000,0.18040948,0.03869145,3.05526549,1.05286305,5.22158390,1.35408526,0
1841000,0.06472928,0.07479709,0.13048389,3.22958213,5.22361339,0.80002925,0
1842000,0.05958036,0.07988053,0.00000000,0.00000000,0.00000000,0.00000000,0
1843000,0.05453600,0.02558892,-0.23591162,0.25299656,0.03200363,0.18292736,0
1844000,0.05804208,0.09308928,-0.09681784,4.41695195,9.75473226,0.69233285,0
1845000,0.13717683,0.13820015,0.00000000,0.00000000,0.00000000,0.00000000,0
1846000,0.05546025,0.02056270,-0.18826183,-0.02763986,0.00000000,0.32322082,0
1847000,0.10091386,0.01193975,0.86925455,-0.50618909,0.37780174,0.62524451,0
1848000,0.34992948,0.00576217,0.00000000,0.00000000,0.00000000,0.00000000,0
1849000,0.06683283,0.00042322,-0.01487878,-0.99518491,0.00000000,0.42020896,0
1850000,0.06404202,0.06406073,-0.01901798,1.92001245,1.84322390,0.21871001,0
1851000,0.30003357,0.00839092,5.62708948,-0.68681672,15.83206802,1.04506985,0
1852000,0.08988756,0.00695512,0.70197259,-0.76531332,0.24638276,1.22314070,0
1853000,0.19687320,0.00166787,3.57062480,-1.05617144,6.37468072,0.74340502,0
1854000,0.04821364,0.00753552,-0.32359477,-0.74206869,0.00000000,0.88085367,0
1855000,0.16687979,0.00652410,0.00000000,0.00000000,0.00000000,0.00000000,0
1856000,0.28905788,0.01687705,4.96347598,-0.26875253,12.31804689,0.56446763,0
1857000,0.16183583,0.07655704,2.40134797,3.17164069,7.91288838,0.85776176,0
1858000,0.06316976,0.02502201,0.00317104,0.25396927,0.03225522,0.77464029,0
1859000,0.36502331,0.05759778,8.36777035,2.31401104,37.68711382,1.54074373,0
1860000,0.22518218,0.07142633,0.00000000,0.00000000,0.00000000,0.00000000,0
1861000,0.11089937,0.03518699,0.53116797,0.34006029,0.19889021,0.40637557,0
1862000,0.21830291,0.00915433,2.57089715,-0.66527824,3.30475607,0.23697870,0
1863000,0.06280597,0.06047833,-0.14251193,1.71441451,1.46960856,0.22332721,0
1864000,0.14652775,0.05028933,0.00000000,0.00000000,0.00000000,0.00000000,0
1865000,0.09188700,0.00665383,-0.26755400,-0.56795185,0.00000000,0.00432544,0
1866000,0.07693796,0.05450497,-0.27014132,0.36390033,0.06621172,0.00287747,0
1867000,0.17785026,0.02009343,0.62078558,-0.27652560,0.19268737,0.00045870,0
1868000,0.07272597,0.01501029,-0.21278107,-0.37340464,0.00000000,0.02503136,0
1869000,0.05750572,0.02721235,-0.34155591,-0.04695605,0.00000000,0.10067791,0
1870000,0.08869472,0.08141229,0.01325859,1.52481664,1.16262079,0.10934141,0
1871000,0.10989331,0.06885378,0.27798412,1.24808085,0.81749049,0.02373366,0
1872000,0.15878430,0.00074538,0.89404736,-0.79821828,0.39966034,0.03593031,0
1873000,0.12391938,0.04142124,0.52267380,0.50200935,0.26260064,0.16567192,0
1874000,0.06670678,0.07014417,-0.15944886,1.49437728,1.11658173,0.12594548,0
1875000,0.11995980,0.10883095,0.53287220,2.87105004,4.26344055,0.17354469,0
1876000,0.10151376,0.01623103,0.30990603,-0.31232426,0.04802087,0.04154421,0
1877000,0.08156245,0.01457113,0.05478090,-0.37366758,0.00150047,0.15934988,0
1878000,0.28174227,0.03600841,2.86870510,0.41548757,4.20104943,0.11796032,0
1879000,0.11347627,0.04512601,0.53479532,0.77311767,0.44185848,0.22055640,0
1880000,0.08508136,0.00255015,0.14163768,-0.83695617,0.01003062,0.06348066,0
1881000,0.10094589,0.02024290,0.39231715,-0.15383633,0.07695637,0.19678720,0
1882000,0.07826973,0.01785901,0.06465610,-0.24296663,0.00209021,0.35707526,0
1883000,0.06631325,0.02411564,0.00000000,0.00000000,0.00000000,0.00000000,0
1884000,0.10095204,0.04892747,0.30113039,0.65444679,0.25949006,0.03362408,0
1885000,0.11753072,0.05691571,0.70967202,1.08530927,0.84076529,0.15092146,0
1886000,0.06333807,0.00629836,-0.17080926,-0.70321316,0.00000000,0.27140694,0
1887000,0.06854880,0.02347313,-0.03156439,-0.02072120,0.00000000,0.66144224,0
1888000,0.05619228,0.01792705,-0.25503437,-0.23570974,0.00000000,0.57013688,0
1889000,0.09114324,0.06748927,0.50468329,1.98153534,2.09059377,0.28339493,0
1890000,0.08527949,0.10428787,0.00000000,0.00000000,0.00000000,0.00000000,0
1891000,0.06964283,0.04640456,-0.02811385,0.97886481,0.47908816,0.01623499,0
1892000,0.06348917,0.03210155,-0.02512920,0.54467111,0.14833331,0.30939484,0
1893000,0.08541748,0.00264572,0.00000000,0.00000000,0.00000000,0.00000000,0
1894000,0.07400408,0.02940960,0.00363890,0.27298114,0.03726597,0.00000000,0
1895000,0.05746273,0.00144242,-0.22305969,-1.09566986,0.00000000,0.25754485,0
1896000,0.06256466,0.04484055,-0.07058371,1.38447209,0.95838149,0.74272004,0
1897000,0.05879650,0.00420310,-0.11576837,-0.98131076,0.00000000,1.32519691,0
1898000,0.06377467,0.00031517,0.04313295,-1.22981603,0.00093023,1.65070323,0
1899000,0.14934763,0.06168419,0.00000000,0.00000000,0.00000000,0.00000000,0
1900000,0.08212718,0.05602662,0.36544698,2.24939821,2.59667190,0.83595679,0
1901000,0.14754219,0.03715072,2.02153753,1.21728348,2.78419654,0.62637356,0
1902000,0.11792574,0.00737833,1.48188084,-0.76189872,1.09798541,1.01016260,0
1903000,0.05650216,0.03217981,-0.04081166,1.02188003,0.52211940,1.33023240,0
1904000,0.07602321,0.04693924,0.00000000,0.00000000,0.00000000,0.00000000,0
1905000,0.06701385,0.02694708,-0.09340925,0.22755650,0.02589098,0.14196259,0
1906000,0.07104787,0.02297369,0.09035581,0.09148982,0.00826728,0.72211066,0
1907000,0.10302971,0.14489244,0.00000000,0.00000000,0.00000000,0.00000000,0
1908000,0.04896151,0.04705260,-0.46966390,0.69650178,0.24255737,0.14192201,0
1909000,0.06008748,0.02532740,-0.24003686,-0.02983419,0.00000000,0.48821065,0
1910000,0.09222177,0.06493957,0.41968212,1.80226978,1.71215472,0.32605526,0
1911000,0.06836799,0.04000752,-0.00677478,0.75765309,0.28701910,0.90443118,0
1912000,0.06080882,0.04882583,0.00000000,0.00000000,0.00000000,0.00000000,0
1913000,0.07974824,0.00503140,0.07149149,-0.65021234,0.00255552,0.53958319,0
1914000,0.08858995,0.11831068,0.30725709,3.02795910,4.63147162,0.44919955,0
1915000,0.14949186,0.04814753,1.69819532,0.82301110,1.78060731,0.49318116,0
1916000,0.10774878,0.01659124,0.88990420,-0.29233588,0.39596474,0.58052372,0
1917000,0.15712875,0.02736358,2.15174704,0.16477549,2.32858314,0.24608998,0
1918000,0.10441403,0.05054060,0.95486218,1.17726929,1.14886238,0.61303382,0
1919000,0.08622574,0.01441081,0.54602354,-0.35609644,0.14907085,0.22915593,0
1920000,0.13019748,0.02548349,1.72523386,0.14794119,1.49915923,1.15758537,0
1921000,0.10936108,0.00981524,0.00000000,0.00000000,0.00000000,0.00000000,0
1922000,0.11715292,0.00895528,0.33993442,-0.68275627,0.05777770,1.56199419,0
1923000,0.10902332,0.08610906,0.38702146,2.36329261,2.86746878,0.19330437,0
1924000,0.09719223,0.01259260,0.30688356,-0.51466158,0.04708876,0.22306872,0
1925000,0.06622654,0.04351714,0.00000000,0.00000000,0.00000000,0.00000000,0
1926000,0.08021645,0.02584214,-0.13880578,-0.07361565,0.00000000,0.15731137,0
1927000,0.04628768,0.03118682,-0.62794916,0.18900887,0.01786218,0.45303049,0
1928000,0.05568101,0.01792286,-0.43249689,-0.28531486,0.00000000,0.27758202,0
1929000,0.09934620,0.00834447,0.40119287,-0.68581134,0.08047786,0.62427477,0
1930000,0.06835892,0.03775938,-0.14741624,0.65089266,0.21183063,0.11537689,0
1931000,0.04965422,0.03613198,-0.50848116,0.61030479,0.18623597,0.39094325,0
1932000,0.06816052,0.11795463,-0.10574636,4.62582191,10.69911416,0.53570434,0
1933000,0.04783475,0.04418430,-0.52323460,1.09234659,0.59661054,0.35724751,0
1934000,0.14809228,0.03530088,1.71887521,0.67227628,1.70324370,0.38572179,0
1935000,0.11148438,0.03953782,0.94535223,0.91612063,0.86648392,0.45835946,0
1936000,0.11632126,0.01278148,1.09079368,-0.47783569,0.59491543,0.65579759,0
1937000,0.07869808,0.03170888,0.23067209,0.54069438,0.17278001,0.72355018,0
1938000,0.09045745,0.01119499,0.00000000,0.00000000,0.00000000,0.00000000,0
1939000,0.21462460,0.02140673,2.00479032,-0.15632728,2.00959211,0.33603679,0
1940000,0.16492838,0.00347317,1.49950125,-0.84793157,1.12425201,0.06257105,0
1941000,0.06551234,0.09361981,-0.14410818,3.05016383,4.65174970,0.40022347,0
1942000,0.07609209,0.01959168,0.00000000,0.00000000,0.00000000,0.00000000,0
1943000,0.05159578,0.01667714,-0.42813430,-0.34073109,0.00000000,0.22187830,0
1944000,0.08963721,0.05456227,0.38110082,1.42298148,1.08505706,0.69372629,0
1945000,0.05467754,0.01292177,-0.31646068,-0.48273025,0.00000000,0.48827166,0
1946000,0.09031451,0.02737395,0.56310328,0.28749431,0.19986914,0.69911639,0
1947000,0.04849024,0.05298451,-0.43661654,1.69172096,1.43095990,0.53354629,0
1948000,0.10273046,0.00134541,0.97360048,-1.11033578,0.47394895,1.62315284,0
1949000,0.08772055,0.00031475,0.00000000,0.00000000,0.00000000,0.00000000,0
1950000,0.07932230,0.00278603,0.17377909,-0.98890080,0.01509959,1.04334960,0
1951000,0.09143616,0.01903600,0.55178032,-0.11380184,0.15223076,0.76702014,0
1952000,0.05631889,0.02601924,-0.20098913,0.31624475,0.05000537,0.61387235,0
1953000,0.21736442,0.01625891,3.94974378,-0.23845697,7.80023795,0.56562896,0
1954000,0.06984055,0.06021393,0.00000000,0.00000000,0.00000000,0.00000000,0
1955000,0.05974219,0.07258639,-0.25535205,2.22655733,2.47877878,0.94524669,0
1956000,0.11219604,0.04689430,0.89470613,1.20778393,1.12962055,0.37641079,0
1957000,0.06885170,0.00113293,0.02175611,-1.10247189,0.00023666,0.71587357,0
1958000,0.11687796,0.00173129,0.00000000,0.00000000,0.00000000,0.00000000,0
1959000,0.07018153,0.05202534,0.04399024,1.69357371,1.43506353,0.59238530,0
1960000,0.13055931,0.09622269,1.50514223,4.47531505,11.14694896,1.12478307,0
1961000,0.07955971,0.05853442,0.00000000,0.00000000,0.00000000,0.00000000,0
1962000,0.09572625,0.06133820,-0.01060609,0.82657214,0.34161075,0.05992211,0
1963000,0.06375012,0.05493545,-0.31598722,0.91736754,0.42078160,0.09823404,0
1964000,0.08576793,0.01846737,0.10535699,-0.27312580,0.00555005,0.19497763,0
1965000,0.16190065,0.02777941,0.00000000,0.00000000,0.00000000,0.00000000,0
1966000,0.07898309,0.05097746,0.00000000,0.00000000,0.00000000,0.00000000,0
1967000,0.05512122,0.01614469,-0.46852134,-0.45087634,0.00000000,0.35442237,0
1968000,0.07560642,0.00534327,-0.04482539,-0.93884953,0.00000000,0.50816028,0
1969000,0.12178639,0.06777611,0.91005933,2.31606292,3.09617772,0.16875700,0
1970000,0.15379281,0.03197518,1.69027190,0.49075428,1.54892942,0.37480897,0
1971000,0.12007716,0.00748329,1.08140180,-0.83047086,0.58471492,0.17849149,0
1972000,0.05808415,0.02096240,-0.25899556,-0.04936203,0.00000000,0.60276313,0
1973000,0.04550834,0.03923226,-0.54807955,1.04305713,0.54398409,0.80568500,0
1974000,0.07676936,0.03814335,0.00000000,0.00000000,0.00000000,0.00000000,0
1975000,0.13231584,0.00704072,1.29077736,-0.61920217,0.83305310,0.22529406,0
1976000,0.03730950,0.00648643,-0.68201751,-0.66787535,0.00000000,0.49649744,0
1977000,0.05582253,0.00113301,-0.21269948,-0.91891105,0.00000000,1.09321910,0
1978000,0.27491009,0.01604453,5.47621211,-0.26446339,14.99444952,0.49859996,0
1979000,0.06541194,0.04040560,0.09315176,0.92101861,0.42847626,0.89702163,0
1980000,0.05698980,0.04901120,0.00000000,0.00000000,0.00000000,0.00000000,0
1981000,0.11573093,0.01286392,0.93357336,-0.45307790,0.43577961,0.16823921,0
1982000,0.07345735,0.09019163,0.15431794,2.73808172,3.76045277,0.55858595,0
1983000,0.07202268,0.01323969,0.17220631,-0.41400438,0.01482751,0.40208794,0
1984000,0.07024412,0.02396469,0.00000000,0.00000000,0.00000000,0.00000000,0
1985000,0.28685081,0.03742229,3.88100647,0.55356138,7.68432073,0.59875415,0
1986000,0.04977985,0.01202271,-0.34175312,-0.44646721,0.00000000,0.39624371,0
1987000,0.14593703,0.02175622,1.74430523,-0.01799051,1.52130037,0.50903628,0
1988000,0.06328306,0.00076111,0.00000000,0.00000000,0.00000000,0.00000000,0
1989000,0.13782080,0.01332099,0.59884528,-0.39548345,0.17930784,0.04534095,0
1990000,0.06098121,0.03677466,-0.31406288,0.45454454,0.10330537,0.16218285,0
1991000,0.06011049,0.00724046,-0.29147188,-0.61584937,0.00000000,0.27827951,0
1992000,0.10906004,0.00049646,0.62766140,-0.91330008,0.19697941,0.20490659,0
1993000,0.16928521,0.03904736,1.82709143,0.76019939,1.95808310,0.66150045,0
1994000,0.11348683,0.12901701,0.80838479,4.94557556,12.55610177,1.97399310,0
1995000,0.06510148,0.01531452,-0.13498607,-0.30172996,0.00000000,0.50477140,0
1996000,0.10046332,0.00047294,0.61857665,-1.03044194,0.19131854,0.59849082,0
1997000,0.10908157,0.05014911,0.83819267,1.45346802,1.40756812,0.69407768,0
1998000,0.07091655,0.09288006,0.03294443,3.71380693,6.89672362,0.53106867,0
1999000,0.06668728,0.01808392,0.00000000,0.00000000,0.00000000,0.00000000,0
2000000,0.08049925,0.01565917,0.00421143,-0.40021996,0.00000887,0.45105083,0
2001000,0.08672534,0.05065632,0.22957613,1.41788653,1.03155371,0.62989038,0
2002000,0.10858922,0.06777763,0.78523559,2.47390912,3.36841064,0.45523820,0
2003000,0.05265645,0.00406796,-0.38536137,-0.97988085,0.00000000,0.87972145,0
2004000,0.12726504,0.02508275,0.00000000,0.00000000,0.00000000,0.00000000,0
2005000,0.05751373,0.06247025,-0.37717135,2.01843419,2.03703828,0.27305109,0
2006000,0.22424246,0.00751040,3.11957792,-0.77460228,4.86588319,0.59673610,0
2007000,0.08504384,0.06970466,0.32259568,2.94964589,4.40223941,0.84072613,0
2008000,0.04776739,0.04232872,-0.51256206,1.39259337,0.96965815,1.15344447,0
2009000,0.05727078,0.03706177,-0.26967001,1.11533489,0.62198595,0.96124540,0
2010000,0.11102247,0.07124206,0.00000000,0.00000000,0.00000000,0.00000000,0
2011000,0.07572556,0.06145832,-0.02874205,1.44268764,1.04067382,0.65639838,0
2012000,0.08889844,0.03960005,0.27709380,0.69338725,0.27878343,0.36128110,0
2013000,0.08996095,0.02480361,0.00000000,0.00000000,0.00000000,0.00000000,0
2014000,0.06832337,0.00921546,-0.17169317,-0.57924550,0.00000000,0.24834351,0
2015000,0.07752361,0.03716544,0.07218436,0.58901869,0.17607680,0.34325368,0
2016000,0.08127568,0.03047496,0.21400208,0.36664913,0.09011424,0.45623892,0
2017000,0.15542568,0.04130936,1.93899099,0.91947868,2.30256354,0.91449533,0
2018000,0.07424738,0.02222984,0.00000000,0.00000000,0.00000000,0.00000000,0
2019000,0.11524753,0.02751962,0.63194851,0.19865522,0.21941141,0.21096125,0
2020000,0.07630102,0.01177690,0.01551960,-0.52960397,0.00012043,0.45536529,0
2021000,0.05624485,0.02407441,-0.39412462,0.13220035,0.00873847,0.57766496,0
2022000,0.05816956,0.04717755,-0.32621750,1.48085122,1.09646017,0.79018531,0
2023000,0.05349367,0.02348207,-0.41072608,0.14441099,0.01042727,0.71062489,0
2024000,0.07971319,0.02908066,0.24700352,0.50763011,0.15934953,0.70007562,0
2025000,0.07200044,0.03099571,0.00000000,0.00000000,0.00000000,0.00000000,0
2026000,0.09296454,0.04761614,0.10104621,0.91726482,0.42579254,0.27419729,0
2027000,0.05774375,0.08013424,-0.43395931,2.55534684,3.26489872,0.18918157,0
2028000,0.06070422,0.03259767,-0.34789465,0.43611268,0.09509713,0.71618866,0
2029000,0.06046221,0.01900321,-0.31263640,-0.20789599,0.00000000,0.67205683,0
2030000,0.31575221,0.00220081,5.12179266,-1.08241286,13.11638004,0.70093007,0
2031000,0.06609713,0.00770040,0.00000000,0.00000000,0.00000000,0.00000000,0
2032000,0.08753302,0.10705398,0.10003295,2.31805885,2.69170172,0.11078625,0
2033000,0.12633166,0.01087314,0.89947957,-0.52870840,0.40453175,0.22856995,0
2034000,0.16477643,0.00944088,1.82751334,-0.57733921,1.66990250,0.46881494,0
2035000,0.09363228,0.00748751,0.49144573,-0.65466829,0.12075945,0.19992462,0
2036000,0.07280335,0.00118046,0.09620474,-0.93724824,0.00462768,0.30545452,0
2037000,0.06051905,0.04786667,-0.15501002,1.16764442,0.68169675,0.34224215,0
2038000,0.15140626,0.04586056,2.04941926,1.13230974,2.74112232,1.54099560,0
2039000,0.10303088,0.09418527,0.00000000,0.00000000,0.00000000,0.00000000,0
2040000,0.05858359,0.00735256,-0.41681655,-0.55650551,0.00000000,0.04137074,0
2041000,0.10312395,0.00874604,0.23915815,-0.51929142,0.02859831,0.17398371,0
2042000,0.05582653,0.01826137,-0.37730878,-0.24667995,0.00000000,0.02035660,0
2043000,0.10383646,0.04296397,0.41552049,0.52509857,0.22419289,0.19390196,0
2044000,0.30350879,0.00368261,3.89013673,-0.69233293,7.56658189,0.23233221,0
2045000,0.08490343,0.03164721,0.17797578,0.24360849,0.04551024,0.23810272,0
2046000,0.24940152,0.00417049,3.27660114,-0.70444437,5.36805753,0.22245964,0
2047000,0.04518811,0.03895096,-0.53220494,0.57315989,0.16425613,0.10085825,0
2048000,0.16775648,0.00997850,1.91782266,-0.50315521,1.83902187,0.27498647,0
2049000,0.05731583,0.02245458,-0.26725227,-0.00914381,0.00000000,0.19680967,0
2050000,0.07449710,0.05536427,0.09806473,1.33545749,0.89653170,0.46835739,0
2051000,0.18656649,0.10130308,0.00000000,0.00000000,0.00000000,0.00000000,0
2052000,0.11806174,0.11891682,-0.22507867,1.39862325,0.97807350,0.01105336,0
2053000,0.09117034,0.02353442,-0.28422240,-0.26878248,0.00000000,0.02962835,0
2054000,0.09040277,0.00287124,-0.19822172,-0.71278003,0.00000000,0.03446517,0
2055000,0.07289628,0.04891076,-0.31944559,0.47705326,0.11378991,0.06309188,0
2056000,0.09615790,0.00938954,0.00946526,-0.53953743,0.00004480,0.10654673,0
2057000,0.06007879,0.00701760,0.00000000,0.00000000,0.00000000,0.00000000,0
2058000,0.10050720,0.00818600,0.17233422,-0.57452523,0.01484954,0.02670983,0
2059000,0.06228170,0.01521605,-0.24839610,-0.32647723,0.00000000,0.09529283,0
2060000,0.08702784,0.03995306,0.16960130,0.66603333,0.23618250,0.14540607,0
2061000,0.13309564,0.00740613,0.99322158,-0.63177350,0.49324455,0.26433106,0
2062000,0.06997478,0.02625446,0.00000000,0.00000000,0.00000000,0.00000000,0
2063000,0.08369385,0.00362365,0.15296409,-0.94797943,0.01169901,0.48070802,0
2064000,0.12054891,0.00251844,1.08343517,-1.01419226,0.58691589,0.27704704,0
2065000,0.08121387,0.03300104,0.27116099,0.54352544,0.18447409,1.33156477,0
2066000,0.26154417,0.05490568,0.00000000,0.00000000,0.00000000,0.00000000,0
2067000,0.11318421,0.00564112,0.76018439,-0.84777249,0.28894016,0.44799554,0
2068000,0.06467113,0.02976386,0.00000000,0.00000000,0.00000000,0.00000000,0
2069000,0.21074420,0.00262426,2.07924970,-0.81615295,2.16163966,0.20493338,0
2070000,0.15036032,0.06670469,0.00000000,0.00000000,0.00000000,0.00000000,0
2071000,0.11036362,0.04892100,0.05152654,0.49003974,0.12139697,0.02856425,0
2072000,0.08427017,0.05432095,-0.19620659,0.88711136,0.39348328,0.34714364,0
2073000,0.07351636,0.04312916,-0.33783481,0.57795447,0.16701569,0.35277185,0
2074000,0.06627590,0.03250743,0.00000000,0.00000000,0.00000000,0.00000000,0
2075000,0.11079191,0.02495564,0.26119281,-0.04216188,0.03411084,0.55698010,0
2076000,0.10437329,0.10674471,0.00000000,0.00000000,0.00000000,0.00000000,0
2077000,0.08741127,0.06034224,-0.19040414,0.63503832,0.20163683,0.53642018,0
2078000,0.09096523,0.08508138,-0.10903407,1.50614070,1.13422991,0.97108049,0
2079000,0.06652247,0.00950661,0.00000000,0.00000000,0.00000000,0.00000000,0
2080000,0.08431030,0.01584833,-0.21523300,-0.55105052,0.00000000,0.00887107,0
2081000,0.08760380,0.00639804,-0.04428289,-0.89653441,0.00000000,0.15190459,0
2082000,0.10075832,0.07358109,0.23978613,2.04684081,2.12352734,0.79221535,0
2083000,0.08974153,0.00140675,0.10548498,-1.13796116,0.00556354,0.40795854,0
2084000,0.15852363,0.07329137,0.00000000,0.00000000,0.00000000,0.00000000,0
2085000,0.10040123,0.07901984,0.04903958,1.41226159,0.99844384,0.08086216,0
2086000,0.13536137,0.04078794,0.67713386,0.41357980,0.31477926,0.07004124,0
