step,e_P,e_R,e_P_bar,e_R_bar,D_t,c_t,regime_change
33000,0.33543953,0.06621578,-0.34967779,-0.83423197,0.00000000,0.00516978,0
34000,0.30372542,0.81169045,-0.47206229,2.40182945,2.88439235,0.00909268,0
35000,0.39219943,0.79117888,-0.05444623,2.34422244,2.74768943,0.00750027,0
36000,0.29407316,0.20910250,-0.47640557,-0.18512731,0.00000000,0.00105528,0
37000,0.37577185,0.32886609,-0.09300605,0.35517596,0.06307498,0.00006457,0
38000,0.37876570,0.38939309,-0.06383491,0.63800978,0.20352824,0.00009423,0
39000,0.24933301,0.06104856,-0.64473943,-0.82368236,0.00000000,0.00095316,0
40000,0.20521702,0.02982619,-0.83122248,-0.95784333,0.00000000,0.00001537,0
41000,0.27818790,0.32158428,-0.48198418,0.37174550,0.06909736,0.00002358,0
42000,0.76110590,0.34920338,1.75443128,0.51193778,1.67005471,0.00000888,0
43000,0.40834704,0.61308169,0.14818155,1.73798243,1.52127034,0.00003198,0
44000,0.21310912,0.20862214,-0.73940904,-0.11009989,0.00000000,0.00001247,0
45000,0.24467236,0.17497113,-0.58007406,-0.25663861,0.00000000,0.00001474,0
46000,0.25512341,0.17212367,-0.51937171,-0.26110600,0.00000000,0.01304919,0
47000,0.55199170,0.68344766,0.88097734,2.15312096,2.70602547,0.00714734,0
48000,0.30006009,0.43576384,-0.28720477,1.00338259,0.50338832,0.00001197,0
49000,0.31202570,0.35686430,-0.22051967,0.64090721,0.20538102,0.00007092,0
50000,0.41148335,0.28635553,0.26098332,0.31526122,0.08375097,0.00003729,0
51000,0.41843048,0.77271849,0.30533951,2.66503032,3.59780941,0.01745968,0
52000,0.49589410,0.16195700,0.68620607,-0.26723256,0.23543939,0.00102392,0
53000,0.35020512,0.27095342,0.00049307,0.26956592,0.03633301,0.00020782,0
54000,0.36548114,0.27306572,0.08365356,0.28865889,0.04516094,0.00004265,0
55000,0.36635819,0.07769614,0.09778514,-0.66291337,0.00478097,0.00079765,0
56000,0.39809451,0.04862738,0.26203042,-0.80141553,0.03432997,0.00001632,0
57000,0.47115165,0.31518692,0.62809840,0.52676013,0.33599192,0.00000881,0
58000,0.30983782,0.00141208,-0.14919546,-1.02876019,0.00000000,0.00001135,0
59000,0.28189439,0.51880914,-0.27803286,1.56856624,1.23020003,0.00196763,0
60000,0.43278441,0.01553009,0.47094039,-0.95201995,0.11089243,0.00117426,0
61000,0.23570439,0.19672954,-0.49226981,-0.03224893,0.00000000,0.00002020,0
62000,0.29445800,0.78958404,-0.19564961,2.99035210,4.47110284,0.02995274,0
63000,0.22548854,0.31905645,-0.53043181,0.60668578,0.18403382,0.00034860,0
64000,0.21688770,0.19976255,-0.56758264,0.00415530,0.00000863,0.00356912,0
65000,0.21911544,0.15199175,-0.55007075,-0.23534528,0.00000000,0.00015896,0
66000,0.30093747,0.38559192,-0.13279012,0.98000841,0.48020824,0.00000998,0
67000,0.39727071,0.17671840,0.35926095,-0.09526140,0.06453421,0.00001947,0
68000,0.25757936,0.01374666,-0.33630877,-0.93955649,0.00000000,0.00078049,0
69000,0.30562443,0.02871132,-0.08655488,-0.85743555,0.00000000,0.00330251,0
70000,0.32362759,0.34534043,0.01145360,0.81196545,0.32970954,0.00115753,0
71000,0.25895080,0.21213041,-0.31536913,0.11494790,0.00660651,0.00495733,0
72000,0.28096610,0.04753703,-0.19832518,-0.75188843,0.00000000,0.00066830,0
73000,0.41613269,0.34769920,0.49947198,0.84981772,0.48583121,0.00010903,0
74000,0.19534625,0.13730648,-0.62223458,-0.26422141,0.00000000,0.00004009,0
75000,0.23974006,0.32717583,-0.38882282,0.75891476,0.28797581,0.00129899,0
76000,0.21624587,0.20869794,-0.50334418,0.13006696,0.00845871,0.00322607,0
77000,0.33670425,0.01164033,0.12276535,-0.92843017,0.00753567,0.00004269,0
78000,0.19983540,0.09688855,-0.57709726,-0.46366469,0.00000000,0.00040082,0
79000,0.24959897,0.10174125,-0.31329100,-0.43288215,0.00000000,0.00001136,0
80000,0.30311668,0.35330260,-0.02977259,0.94533821,0.44683217,0.00214133,0
81000,0.15342869,0.45645183,-0.80106947,1.51993106,1.15509522,0.00339987,0
82000,0.18393931,0.21324910,-0.63736529,0.19332253,0.01868680,0.00024929,0
83000,0.23197770,0.07149912,-0.38182585,-0.58306803,0.00000000,0.00159231,0
84000,0.21094009,0.28213617,-0.48664201,0.58688959,0.17221970,0.00043930,0
85000,0.25214699,0.30059379,-0.26495346,0.69726404,0.24308857,0.00720607,0
86000,0.27519488,0.17510650,-0.13784103,0.00493604,0.00001218,0.00213454,0
87000,0.48388904,0.03738621,0.96545307,-0.76075140,0.46604982,0.02377339,0
88000,0.20232718,0.03811067,-0.51113856,-0.75369512,0.00000000,0.00243508,0
89000,0.47463366,0.00400439,0.93216609,-0.94299754,0.43446681,0.00540212,0
90000,0.19719504,0.02085115,-0.52895693,-0.84647839,0.00000000,0.00104431,0
91000,0.23317571,0.02852526,-0.33378330,-0.80083805,0.00000000,0.00056161,0
92000,0.22574650,0.28398794,-0.36889078,0.65470971,0.21432240,0.01759920,0
93000,0.22139937,0.11808215,-0.38786310,-0.28554226,0.00000000,0.00275283,0
94000,0.20823342,0.16465056,-0.45358894,-0.01511977,0.00000000,0.00531099,0
95000,0.31429705,0.25721839,0.11793896,0.52152963,0.14295137,0.00070417,0
96000,0.18990350,0.16810909,-0.54264072,0.01458558,0.00010637,0.00060882,0
97000,0.25085786,0.52353287,-0.21132917,2.07386138,2.15045052,0.00886967,0
98000,0.24733624,0.28127182,-0.22526228,0.68033990,0.23143119,0.02271712,0
99000,0.37162808,0.13772561,0.44854404,-0.14790738,0.10059588,0.00686970,0
100000,0.20294324,0.45470929,-0.45544357,1.70500162,1.45351526,0.01209330,0
101000,0.22319311,0.33511120,-0.34187600,1.01446573,0.51457036,0.01951282,0
102000,0.27959004,0.10269649,-0.03219326,-0.34212508,0.00000000,0.01379422,0
103000,0.51922333,0.26315171,1.27209888,0.60609378,0.99279262,0.00149270,0
104000,0.38745585,0.14807658,0.56427024,-0.06675111,0.15920045,0.00068393,0
105000,0.26682225,0.01024683,-0.08502727,-0.87839869,0.00000000,0.00253888,0
106000,0.35441414,0.08961715,0.39722488,-0.40524768,0.07889380,0.00182413,0
107000,0.36587667,0.63111132,0.46556197,2.82271158,4.09222431,0.02121180,0
108000,0.23712604,0.08893473,-0.23219625,-0.40304952,0.00000000,0.00051032,0
109000,0.27335638,0.15005788,-0.02955992,-0.03388606,0.00000000,0.00621156,0
110000,0.35854608,0.05153220,0.44173526,-0.62149301,0.09756502,0.00323764,0
111000,0.25047436,0.39503169,-0.14619962,1.44843644,1.04898406,0.01070386,0
112000,0.50568509,0.24590655,1.26086895,0.55659718,0.94979546,0.00595156,0
113000,0.35681832,0.63170534,0.44889981,2.89763943,4.29891266,0.02350446,0
